3.1520000000000000e+03	-3.4208648999920115e+01	4.5300763999111950e+01	1.1205036535897932e+00
3.1520999939441681e+03	-3.4209215999930166e+01	4.5301035999320447e+01	1.1205276535897930e+00
3.1522002599239349e+03	-3.4209921999950893e+01	4.5301262999884784e+01	1.1205666535897922e+00
3.1523001480102539e+03	-3.4210588000016287e+01	4.5301641999743879e+01	1.1204876535897927e+00
3.1524000389575958e+03	-3.4211006999947131e+01	4.5301985999569297e+01	1.1205356535897932e+00
3.1524999399185181e+03	-3.4211379999993369e+01	4.5302204999141395e+01	1.1206366535897931e+00
3.1525998301506042e+03	-3.4212195999920368e+01	4.5302511999383569e+01	1.1205596535897930e+00
3.1527003049850464e+03	-3.4212416999973357e+01	4.5302472999319434e+01	1.1205146535897930e+00
3.1528001220226288e+03	-3.4211601999937557e+01	4.5301888999529183e+01	1.1205616535897933e+00
3.1529000201225281e+03	-3.4210868999944068e+01	4.5301427999511361e+01	1.1205856535897931e+00
3.1529999070167542e+03	-3.4210225999937393e+01	4.5300922999158502e+01	1.1205326535897928e+00
3.1530998179912567e+03	-3.4209475999930874e+01	4.5300272999331355e+01	1.1206116535897932e+00
3.1532002100944519e+03	-3.4208721000002697e+01	4.5299570999108255e+01	1.1205776535897929e+00
3.1533000960350037e+03	-3.4208079000003636e+01	4.5299023999832571e+01	1.1205706535897928e+00
3.1533999950885773e+03	-3.4207374999998137e+01	4.5298582999967039e+01	1.1205086535897930e+00
3.1534998950958252e+03	-3.4206554999924265e+01	4.5297997999936342e+01	1.1205876535897934e+00
3.1535997929573059e+03	-3.4205911000026390e+01	4.5297322999686003e+01	1.1205626535897935e+00
3.1537002239227295e+03	-3.4205284999916330e+01	4.5296602999791503e+01	1.1206136535897926e+00
3.1538001060485840e+03	-3.4204840000020340e+01	4.5296132999472320e+01	1.1205956535897927e+00
3.1538999800682068e+03	-3.4204336000024341e+01	4.5295844999141991e+01	1.1205446535897927e+00
3.1539998710155487e+03	-3.4203749999986030e+01	4.5295500000007451e+01	1.1205836535897928e+00
3.1540999009609222e+03	-3.4203236999921501e+01	4.5295021999627352e+01	1.1205876535897934e+00
3.1542001681327820e+03	-3.4202929000020958e+01	4.5294479999691248e+01	1.1205616535897933e+00
3.1543000559806824e+03	-3.4202434999984689e+01	4.5293947999365628e+01	1.1205296535897933e+00
3.1543999490737915e+03	-3.4201875999919139e+01	4.5293660999275744e+01	1.1205366535897925e+00
3.1545075221061707e+03	-3.4201380999991670e+01	4.5293196999467909e+01	1.1205766535897927e+00
3.1546104159355164e+03	-3.4201022999943234e+01	4.5292671999894083e+01	1.1205456535897929e+00
3.1547107989788055e+03	-3.4200756000005640e+01	4.5292557999491692e+01	1.1205716535897929e+00
3.1548107490539551e+03	-3.4200730999931693e+01	4.5293000999838114e+01	1.1206106535897931e+00
3.1549106650352478e+03	-3.4200815999996848e+01	4.5293535999953747e+01	1.1205556535897934e+00
3.1550068349838257e+03	-3.4200781999970786e+01	4.5293910999782383e+01	1.1206196535897925e+00
3.1551097519397736e+03	-3.4200861999997869e+01	4.5294313999824226e+01	1.1206036535897930e+00
3.1552101061344147e+03	-3.4200906999991275e+01	4.5294714999385178e+01	1.1205666535897922e+00
3.1553100020885468e+03	-3.4200830999994650e+01	4.5295098999515176e+01	1.1206456535897926e+00
3.1554105639457703e+03	-3.4200906999991275e+01	4.5295622999779880e+01	1.1205816535897926e+00
3.1555077691078186e+03	-3.4200965999974869e+01	4.5296097999438643e+01	1.1205686535897925e+00
3.1556103570461273e+03	-3.4201001000008546e+01	4.5296477999538183e+01	1.1205926535897932e+00
3.1557107479572296e+03	-3.4200950999977067e+01	4.5296745999716222e+01	1.1206076535897935e+00
3.1558106520175934e+03	-3.4200976999942213e+01	4.5297052999958396e+01	1.1206256535897934e+00
3.1559105391502380e+03	-3.4201286999974400e+01	4.5297349999658763e+01	1.1205546535897932e+00
3.1560074751377106e+03	-3.4201256999978796e+01	4.5297524999827147e+01	1.1205846535897930e+00
3.1561104021072388e+03	-3.4201025999966078e+01	4.5297794999554753e+01	1.1206416535897930e+00
3.1562107291221619e+03	-3.4201261000009254e+01	4.5298298999667168e+01	1.1205076535897929e+00
3.1563106241226196e+03	-3.4201451999950223e+01	4.5298488999716938e+01	1.1205006535897928e+00
3.1564105210304260e+03	-3.4201353000011295e+01	4.5298547999933362e+01	1.1205576535897928e+00
3.1565074250698090e+03	-3.4201298999949358e+01	4.5298825999721885e+01	1.1205816535897926e+00
3.1566073770523071e+03	-3.4201331999967806e+01	4.5299209999851882e+01	1.1205196535897928e+00
3.1567107081413269e+03	-3.4201381999999285e+01	4.5299440999515355e+01	1.1205456535897929e+00
3.1568106479644775e+03	-3.4201630000025034e+01	4.5299653999507427e+01	1.1205676535897933e+00
3.1569102649688721e+03	-3.4201847999938764e+01	4.5299987999722362e+01	1.1205306535897934e+00
3.1570067329406738e+03	-3.4201890999916941e+01	4.5300332999788225e+01	1.1205786535897930e+00
3.1571067149639130e+03	-3.4202098999987356e+01	4.5300729000009596e+01	1.1205426535897933e+00
3.1572106809616089e+03	-3.4202320999931544e+01	4.5301081999205053e+01	1.1205456535897929e+00
3.1573105850219727e+03	-3.4202481999993324e+01	4.5301386999897659e+01	1.1205846535897930e+00
3.1574104719161987e+03	-3.4202580999932252e+01	4.5301703999750316e+01	1.1205806535897933e+00
3.1575073759555817e+03	-3.4202745000016876e+01	4.5301998999901116e+01	1.1206016535897936e+00
3.1576072740554810e+03	-3.4202883000019938e+01	4.5302370999939740e+01	1.1206136535897926e+00
3.1577261819839478e+03	-3.4202976999920793e+01	4.5302686999551952e+01	1.1206046535897940e+00
3.1578098959922791e+03	-3.4202960000024177e+01	4.5302838999778032e+01	1.1206746535897931e+00
3.1579100940227509e+03	-3.4203113000025041e+01	4.5303163999691606e+01	1.1206216535897928e+00
3.1580066940784454e+03	-3.4203133999952115e+01	4.5303405999206007e+01	1.1206216535897928e+00
3.1581096501350403e+03	-3.4203157000010833e+01	4.5303680999204516e+01	1.1206366535897931e+00
3.1582099819183350e+03	-3.4203228999977000e+01	4.5303984999656677e+01	1.1205906535897929e+00
3.1583098640441895e+03	-3.4203197999973781e+01	4.5304185999557376e+01	1.1206476535897929e+00
3.1584104299545288e+03	-3.4203138999990188e+01	4.5304372999817133e+01	1.1206656535897928e+00
3.1585073330402374e+03	-3.4203205999918282e+01	4.5304695999249816e+01	1.1206476535897929e+00
3.1586072299480438e+03	-3.4203307999996468e+01	4.5304923999123275e+01	1.1206626535897932e+00
3.1587106530666351e+03	-3.4203068999922834e+01	4.5304566999897361e+01	1.1206476535897929e+00
3.1588105449676514e+03	-3.4202454000012949e+01	4.5303788999095559e+01	1.1206566535897933e+00
3.1589104099273682e+03	-3.4201781000010669e+01	4.5303185999393463e+01	1.1206506535897933e+00
3.1590073001384735e+03	-3.4201141000026837e+01	4.5302604999393225e+01	1.1206326535897935e+00
3.1591072361469269e+03	-3.4200520999962464e+01	4.5301759999245405e+01	1.1206276535897937e+00
3.1592071089744568e+03	-3.4199896999984048e+01	4.5300817999988794e+01	1.1206276535897937e+00
3.1593104910850525e+03	-3.4199278999934904e+01	4.5300025999546051e+01	1.1206046535897940e+00
3.1594103889465332e+03	-3.4198609999963082e+01	4.5299349999986589e+01	1.1206046535897940e+00
3.1595072860717773e+03	-3.4197863999987021e+01	4.5298597999848425e+01	1.1206056535897932e+00
3.1596071839332581e+03	-3.4197100999997929e+01	4.5297689999453723e+01	1.1206676535897930e+00
3.1597071230411530e+03	-3.4196572999935597e+01	4.5297073999419808e+01	1.1205746535897934e+00
3.1598104729652405e+03	-3.4195889999973588e+01	4.5296557999216020e+01	1.1205676535897933e+00
3.1599103629589081e+03	-3.4195073999930173e+01	4.5296102999709547e+01	1.1206226535897930e+00
3.1600072720050812e+03	-3.4194480999954976e+01	4.5295708999969065e+01	1.1205596535897930e+00
3.1601102261543274e+03	-3.4193765999982134e+01	4.5295241999439895e+01	1.1205376535897926e+00
3.1602070641517639e+03	-3.4192919999943115e+01	4.5294624999165535e+01	1.1205756535897935e+00
3.1603104460239410e+03	-3.4192269999999553e+01	4.5294105999171734e+01	1.1205776535897929e+00
3.1604103441238403e+03	-3.4191616000025533e+01	4.5293655999936163e+01	1.1204976535897941e+00
3.1605072491168976e+03	-3.4190726000000723e+01	4.5293084999546409e+01	1.1205766535897927e+00
3.1606064720153809e+03	-3.4189866999979131e+01	4.5292627999559045e+01	1.1205696535897927e+00
3.1607063851356506e+03	-3.4189999999944121e+01	4.5292284999974072e+01	1.1205676535897933e+00
3.1608097879886627e+03	-3.4191188999917358e+01	4.5291901999153197e+01	1.1205686535897925e+00
3.1609096510410309e+03	-3.4192340999958105e+01	4.5291551999747753e+01	1.1205066535897927e+00
3.1610075800418854e+03	-3.4193444999982603e+01	4.5291155999526381e+01	1.1205146535897930e+00
3.1611064970493317e+03	-3.4194496999960393e+01	4.5290852000005543e+01	1.1205336535897930e+00
3.1612063579559326e+03	-3.4195604000007734e+01	4.5290601999498904e+01	1.1204956535897939e+00
3.1613062739372253e+03	-3.4196712999953888e+01	4.5290148999541998e+01	1.1205426535897933e+00
3.1614103059768677e+03	-3.4197756999987178e+01	4.5289787999354303e+01	1.1205066535897927e+00
3.1615072021484375e+03	-3.4198845000006258e+01	4.5289472999982536e+01	1.1205366535897925e+00
3.1616070959568024e+03	-3.4199871000018902e+01	4.5289230999536812e+01	1.1204926535897934e+00
3.1617070410251617e+03	-3.4200866000028327e+01	4.5289012999273837e+01	1.1205256535897927e+00
3.1618104109764099e+03	-3.4201517999987118e+01	4.5288716999813914e+01	1.1204966535897931e+00
3.1619102799892426e+03	-3.4202123999944888e+01	4.5288549999706447e+01	1.1205966535897929e+00
3.1620101850032806e+03	-3.4202978999936022e+01	4.5288497999310493e+01	1.1205186535897935e+00
3.1621071789264679e+03	-3.4203778999974020e+01	4.5288371999748051e+01	1.1204566535897929e+00
3.1622063131332397e+03	-3.4204275999916717e+01	4.5288201999850571e+01	1.1205256535897927e+00
3.1623061981201172e+03	-3.4204892999958247e+01	4.5288212999701500e+01	1.1205236535897933e+00
3.1624102599620819e+03	-3.4205368999973871e+01	4.5288063999265432e+01	1.1205176535897934e+00
3.1625101540088654e+03	-3.4206193999969400e+01	4.5287987999618053e+01	1.1205546535897932e+00
3.1626070561408997e+03	-3.4207119999919087e+01	4.5287870999425650e+01	1.1203776535897925e+00
3.1627069950103760e+03	-3.4206978000001982e+01	4.5287937999702990e+01	1.1205416535897932e+00
3.1628068931102753e+03	-3.4206277000019327e+01	4.5288333999924362e+01	1.1205426535897933e+00
3.1629102349281311e+03	-3.4205789000028744e+01	4.5288931999355555e+01	1.1204676535897935e+00
3.1630101399421692e+03	-3.4205254000029527e+01	4.5289443999528885e+01	1.1205356535897932e+00
3.1631070740222931e+03	-3.4204426000011154e+01	4.5289915999397635e+01	1.1205136535897928e+00
3.1632069349288940e+03	-3.4203654999961145e+01	4.5290373999625444e+01	1.1205396535897929e+00
3.1633068270683289e+03	-3.4203090999973938e+01	4.5290731999091804e+01	1.1204866535897926e+00
3.1634067540168762e+03	-3.4202456999919377e+01	4.5291224999353290e+01	1.1205616535897933e+00
3.1635101070404053e+03	-3.4201955999946222e+01	4.5291935999877751e+01	1.1205226535897941e+00
3.1636070110797882e+03	-3.4201274999999441e+01	4.5292570999823511e+01	1.1205356535897932e+00
3.1637069549560547e+03	-3.4200435000006109e+01	4.5292867999523878e+01	1.1206016535897936e+00
3.1638068070411682e+03	-3.4199918000027537e+01	4.5293213999830186e+01	1.1205596535897930e+00
3.1639067289829254e+03	-3.4199515999993309e+01	4.5293685999698937e+01	1.1205376535897926e+00
3.1640100939273834e+03	-3.4198840999975801e+01	4.5294201999902725e+01	1.1206176535897932e+00
