  3.1520106189250946e+003	 -3.4208648999920115e+001	  4.5300763999111950e+001	  1.1205036535897932e+000	
  3.1520999939441681e+003	 -3.4208369607803164e+001	  4.5301341484884588e+001	  1.1198305724695865e+000	
  3.1522002599239349e+003	 -3.4208038965661103e+001	  4.5302023765455608e+001	  1.1191722663493797e+000	
  3.1523001480102539e+003	 -3.4207696010197630e+001	  4.5302730158736992e+001	  1.1183977302291743e+000	
  3.1524000389575958e+003	 -3.4207456805411233e+001	  4.5303221997113042e+001	  1.1177482891089685e+000	
  3.1524999399185181e+003	 -3.4207262782581907e+001	  4.5303620242628789e+001	  1.1171510529887620e+000	
  3.1525998301506042e+003	 -3.4206870255259489e+001	  4.5304424638144390e+001	  1.1163784868685560e+000	
  3.1527003049850464e+003	 -3.4206520566178462e+001	  4.5305139789831379e+001	  1.1156374407483498e+000	
  3.1528001220226288e+003	 -3.4206075228230041e+001	  4.5306048922001885e+001	  1.1149870146281444e+000	
  3.1529000201225281e+003	 -3.4205691461810119e+001	  4.5306831254816416e+001	  1.1143139335079377e+000	
  3.1529999070167542e+003	 -3.4205329378002631e+001	  4.5307567916189385e+001	  1.1135650073877312e+000	
  3.1530998179912567e+003	 -3.4204889610620171e+001	  4.5308461125726041e+001	  1.1129461012675252e+000	
  3.1532002100944519e+003	 -3.4204432818225349e+001	  4.5309387307248301e+001	  1.1122158901473189e+000	
  3.1533000960350037e+003	 -3.4204058347784482e+001	  4.5310145207834488e+001	  1.1115122740271124e+000	
  3.1533999950885773e+003	 -3.4203687080179328e+001	  4.5310895285735008e+001	  1.1107544829069063e+000	
  3.1534998950958252e+003	 -3.4203238909948269e+001	  4.5311799098170674e+001	  1.1101355767867003e+000	
  3.1535997929573059e+003	 -3.4202823294954101e+001	  4.5312635851921172e+001	  1.1094142306664942e+000	
  3.1537002239227295e+003	 -3.4202397811187105e+001	  4.5313491022178077e+001	  1.1087677445462876e+000	
  3.1538001060485840e+003	 -3.4202108461596765e+001	  4.5314071615129485e+001	  1.1080532934260814e+000	
  3.1538999800682068e+003	 -3.4201815383098250e+001	  4.5314658656685197e+001	  1.1073063373058754e+000	
  3.1539998710155487e+003	 -3.4201509218546917e+001	  4.5315270790670844e+001	  1.1066480311856690e+000	
  3.1540999009609222e+003	 -3.4201165484915123e+001	  4.5315956826339850e+001	  1.1059552500654635e+000	
  3.1542001681327820e+003	 -3.4200875076382069e+001	  4.5316535460790206e+001	  1.1052329189452572e+000	
  3.1543000559806824e+003	 -3.4200544845169453e+001	  4.5317192150127887e+001	  1.1045046778250511e+000	
  3.1543999490737915e+003	 -3.4200254703110424e+001	  4.5317768201562572e+001	  1.1038148517048445e+000	
  3.1545075221061707e+003	 -3.4199943404090725e+001	  4.5318385252514354e+001	  1.1031575305846388e+000	
  3.1546104159355164e+003	 -3.4199649435938163e+001	  4.5318966810309746e+001	  1.1024302744644330e+000	
  3.1547107989788055e+003	 -3.4199396970108808e+001	  4.5319465498185551e+001	  1.1017591633442270e+000	
  3.1548107490539551e+003	 -3.4199162820644176e+001	  4.5319927225962175e+001	  1.1011008572240213e+000	
  3.1549106650352478e+003	 -3.4198906221051189e+001	  4.5320432355504849e+001	  1.1003499611038152e+000	
  3.1550068349838257e+003	 -3.4198709166959169e+001	  4.5320819587635505e+001	  1.0997162799836087e+000	
  3.1551097519397736e+003	 -3.4198510152399258e+001	  4.5321210043313300e+001	  1.0990037988634032e+000	
