  3.8568799409866333e+003	  0.0000000000000000e+000	  0.0000000000000000e+000	  4.2224320000000004e+000	
  3.8570532019138336e+003	 -1.1052601908931091e-004	 -2.0720318165028321e-004	  4.2223800000000002e+000	
  3.8572534408569336e+003	 -2.3875121609848369e-004	 -4.4754486512843511e-004	  4.2224060000000003e+000	
  3.8574533009529114e+003	 -3.4730828722599684e-004	 -6.5097067330526556e-004	  4.2223319999999998e+000	
  3.8576528358459473e+003	 -4.6273963635247699e-004	 -8.6721949507313734e-004	  4.2222830000000000e+000	
  3.8578526110649109e+003	 -5.6199009400109332e-004	 -1.0530994190730981e-003	  4.2222460000000002e+000	
  3.8580524208545685e+003	 -6.6800436808030867e-004	 -1.2515965464424716e-003	  4.2222359999999997e+000	
  3.8582527248859406e+003	 -7.9238634383984219e-004	 -1.4844297092758147e-003	  4.2221719999999996e+000	
  3.8584524979591370e+003	 -8.6194238347578431e-004	 -1.6145970679908475e-003	  4.2221479999999998e+000	
  3.8586534619331360e+003	 -9.5973842623482458e-004	 -1.7975581050749189e-003	  4.2221669999999998e+000	
  3.8588532369136810e+003	 -1.1036491014161992e-003	 -2.0667247545484049e-003	  4.2221109999999999e+000	
  3.8590530488491058e+003	 -1.2496799447455271e-003	 -2.3398234676160912e-003	  4.2221149999999996e+000	
  3.8592533268928528e+003	 -1.4414766776210462e-003	 -2.6984400535546428e-003	  4.2221029999999997e+000	
  3.8594532308578491e+003	 -1.5051216906034985e-003	 -2.8173927845677707e-003	  4.2219699999999998e+000	
  3.8596527538299561e+003	 -1.6279487170204460e-003	 -3.0468784392900143e-003	  4.2219189999999998e+000	
  3.8598525488376617e+003	 -1.7529400697067878e-003	 -3.2803278584656896e-003	  4.2218850000000003e+000	
  3.8600523538589478e+003	 -1.8764412175859017e-003	 -3.5109210786914793e-003	  4.2217770000000003e+000	
  3.8602534110546112e+003	 -1.9860790052539882e-003	 -3.7155861076816742e-003	  4.2217440000000002e+000	
  3.8604533078670502e+003	 -2.1354541286767743e-003	 -3.9943629379699183e-003	  4.2217909999999996e+000	
